member_id,visit_date,age,gender,membership_type,workout_type,workout_duration_minutes,calories_burned,check_in_time,attendance_status
387,07-07-2024,61,Male,Annual,HIIT,28,175,19:10,Absent
388,12-11-2024,39,Other,Monthly,HIIT,77,545,12:46,Absent
389,11-06-2024,52,Male,Monthly,CrossFit,71,441,22:05,Absent
390,12-07-2024,42,Male,Quarterly,Strength Training,87,621,16:36,Present
391,21-12-2024,57,Male,Annual,Cardio,101,993,09:06,Absent
392,29-04-2024,56,Female,Annual,Yoga,105,947,21:19,Present
393,14-12-2024,57,Male,Quarterly,Cardio,102,729,06:47,Present
394,05-08-2024,45,Other,Quarterly,Yoga,112,960,13:16,Absent
395,30-08-2024,39,Other,Quarterly,Strength Training,89,774,09:44,Present
396,19-02-2024,18,Other,Monthly,CrossFit,109,634,07:17,Present
397,16-07-2024,49,Female,Annual,CrossFit,115,798,18:00,Absent
398,26-02-2024,40,Female,Quarterly,CrossFit,45,245,08:28,Absent
399,31-12-2024,46,Other,Annual,HIIT,97,841,10:20,Present
400,19-10-2024,51,Male,Annual,CrossFit,57,393,18:56,Absent
401,17-07-2024,30,Male,Monthly,Strength Training,54,418,13:13,Absent
402,25-08-2024,41,Female,Annual,Strength Training,73,613,11:10,Absent
403,27-12-2024,19,Female,Annual,HIIT,113,663,09:09,Absent
404,03-06-2024,38,Female,Monthly,Yoga,43,281,12:05,Absent
405,07-11-2024,58,Other,Annual,Yoga,92,575,20:35,Absent
406,07-02-2024,34,Other,Annual,Cardio,62,539,09:29,Present
407,01-06-2024,44,Other,Annual,CrossFit,68,515,21:32,Absent
408,29-03-2024,63,Female,Monthly,Yoga,96,733,17:25,Absent
409,04-03-2024,56,Male,Annual,CrossFit,26,215,10:08,Absent
410,21-08-2024,48,Other,Annual,CrossFit,57,351,22:34,Absent
411,07-08-2024,28,Female,Annual,HIIT,48,282,08:13,Present
412,08-07-2024,46,Female,Monthly,HIIT,62,408,07:25,Absent
413,06-09-2024,31,Other,Monthly,CrossFit,74,714,18:01,Present
414,15-03-2024,56,Male,Annual,HIIT,49,262,15:35,Absent
415,31-12-2024,33,Female,Monthly,HIIT,53,442,21:00,Absent
416,15-12-2024,39,Other,Quarterly,Strength Training,56,444,10:35,Absent
417,03-04-2024,30,Male,Quarterly,Cardio,96,947,16:48,Present
418,06-02-2024,50,Male,Monthly,HIIT,34,240,13:30,Absent
419,09-06-2024,41,Female,Annual,HIIT,74,433,11:54,Absent
420,24-12-2024,58,Male,Annual,Strength Training,83,420,06:07,Present
421,29-07-2024,56,Female,Monthly,Cardio,85,463,12:43,Absent
422,14-07-2024,60,Female,Annual,CrossFit,77,386,21:26,Absent
423,30-07-2024,48,Male,Annual,Strength Training,101,810,11:43,Absent
424,06-04-2024,44,Male,Quarterly,Strength Training,29,243,15:00,Present
425,16-09-2024,33,Female,Monthly,Strength Training,101,767,18:34,Absent
426,07-07-2024,27,Female,Annual,HIIT,75,477,13:11,Present
427,10-05-2024,29,Female,Quarterly,Yoga,57,462,11:21,Present
428,10-06-2024,46,Male,Quarterly,HIIT,39,318,10:53,Present
429,11-01-2024,53,Female,Quarterly,Cardio,33,275,05:31,Absent
430,04-07-2024,54,Female,Monthly,Cardio,60,450,17:47,Absent
431,14-12-2024,22,Female,Quarterly,HIIT,116,1087,12:40,Present
432,22-06-2024,48,Other,Monthly,HIIT,87,857,22:16,Present
433,22-05-2024,27,Other,Annual,CrossFit,114,992,20:46,Absent
434,06-01-2024,49,Male,Monthly,Cardio,85,669,07:10,Present
435,25-03-2024,33,Other,Quarterly,CrossFit,78,761,21:47,Absent
436,11-08-2024,55,Female,Monthly,Strength Training,34,255,08:04,Present
437,23-08-2024,49,Male,Annual,HIIT,41,366,11:13,Absent
438,15-05-2024,32,Other,Monthly,Strength Training,28,223,10:43,Absent
439,18-05-2024,30,Other,Monthly,Strength Training,55,319,07:06,Present
440,29-07-2024,64,Male,Monthly,HIIT,62,442,07:37,Present
441,19-03-2024,31,Male,Quarterly,Cardio,22,165,11:19,Absent
442,12-06-2024,54,Female,Monthly,HIIT,102,981,19:42,Absent
443,22-10-2024,44,Male,Quarterly,HIIT,91,631,19:16,Present
444,20-02-2024,64,Female,Annual,Strength Training,63,624,08:32,Absent
445,26-05-2024,52,Other,Quarterly,HIIT,109,617,22:05,Present
446,24-01-2024,42,Female,Monthly,HIIT,67,443,20:58,Absent
447,12-03-2024,31,Other,Monthly,CrossFit,86,485,11:55,Absent
448,24-08-2024,54,Other,Monthly,Strength Training,81,808,15:34,Present
449,12-07-2024,47,Female,Monthly,Cardio,69,663,19:27,Present
450,06-02-2024,28,Male,Quarterly,Strength Training,40,335,12:43,Present
451,15-02-2024,46,Female,Quarterly,Cardio,86,662,13:56,Present
452,26-11-2024,26,Female,Monthly,Yoga,98,584,07:37,Present
453,25-08-2024,58,Female,Quarterly,Strength Training,51,396,10:32,Absent
454,26-05-2024,27,Other,Quarterly,Strength Training,97,957,21:06,Present
455,05-10-2024,36,Other,Quarterly,Cardio,119,1186,19:07,Present
456,29-12-2024,49,Other,Annual,Strength Training,43,347,12:10,Absent
457,21-11-2024,18,Male,Annual,Yoga,24,125,10:25,Present
458,29-09-2024,58,Other,Monthly,HIIT,79,408,11:49,Present
459,21-04-2024,42,Female,Annual,Strength Training,79,556,13:11,Absent
460,01-08-2024,50,Female,Quarterly,HIIT,93,899,16:09,Absent
461,22-05-2024,55,Female,Annual,HIIT,28,218,16:10,Absent
462,01-08-2024,22,Female,Annual,Yoga,44,299,21:53,Absent
463,17-07-2024,51,Male,Annual,CrossFit,31,230,07:39,Present
464,19-09-2024,27,Other,Annual,Yoga,52,279,15:57,Absent
465,02-09-2024,24,Other,Annual,Strength Training,47,349,10:31,Present
466,27-10-2024,34,Female,Quarterly,Yoga,22,159,20:22,Present
467,30-06-2024,21,Female,Monthly,Strength Training,76,526,09:48,Absent
468,01-03-2024,36,Female,Monthly,Strength Training,37,338,16:12,Absent
469,10-12-2024,20,Male,Quarterly,Strength Training,119,695,18:15,Present
470,14-04-2024,28,Female,Monthly,CrossFit,96,545,22:35,Present
471,07-12-2024,48,Female,Quarterly,Strength Training,38,299,05:06,Present
472,29-11-2024,25,Other,Annual,Strength Training,99,705,22:23,Present
473,17-04-2024,34,Male,Annual,Cardio,118,685,06:41,Present
474,23-11-2024,60,Other,Annual,Yoga,67,536,08:31,Present
475,26-04-2024,61,Female,Annual,HIIT,101,913,09:25,Absent
476,01-04-2024,35,Female,Annual,Strength Training,82,538,19:53,Present
477,01-03-2024,28,Male,Monthly,Yoga,89,728,14:30,Absent
478,09-01-2024,34,Male,Annual,Cardio,41,300,20:48,Present
479,05-04-2024,28,Other,Annual,Cardio,96,537,22:17,Present
480,23-10-2024,49,Other,Monthly,CrossFit,54,384,11:59,Absent
481,23-05-2024,58,Female,Monthly,Yoga,55,447,17:36,Absent
482,15-01-2024,32,Male,Annual,CrossFit,95,816,18:45,Absent
483,27-04-2024,49,Female,Monthly,HIIT,94,808,13:19,Present
484,31-07-2024,51,Male,Annual,HIIT,27,229,19:43,Present
485,10-03-2024,60,Other,Annual,CrossFit,22,214,16:25,Absent
486,14-10-2024,30,Female,Quarterly,Strength Training,39,244,18:34,Present
487,09-11-2024,30,Female,Monthly,Yoga,110,856,14:17,Present
488,29-03-2024,50,Male,Monthly,Strength Training,66,558,13:48,Present
489,14-03-2024,57,Male,Quarterly,HIIT,101,694,08:45,Absent
490,02-02-2024,28,Female,Monthly,Cardio,81,607,06:02,Absent
491,19-12-2024,26,Female,Monthly,Yoga,23,118,17:44,Present
492,30-07-2024,60,Female,Quarterly,Strength Training,107,667,10:33,Present
493,15-03-2024,33,Male,Annual,Yoga,32,282,10:23,Present
494,20-01-2024,23,Male,Quarterly,Yoga,59,304,19:15,Absent
495,13-02-2024,52,Other,Annual,HIIT,71,370,12:13,Present
496,14-04-2024,61,Female,Monthly,HIIT,51,441,16:00,Present
497,15-05-2024,42,Female,Quarterly,Cardio,95,749,21:33,Present
498,16-02-2024,18,Other,Monthly,HIIT,20,170,08:27,Present
499,03-10-2024,47,Other,Annual,Strength Training,120,766,17:23,Present
500,19-08-2024,27,Other,Quarterly,Cardio,30,286,09:57,Absent
501,15-03-2024,60,Female,Monthly,Strength Training,109,1022,05:27,Absent
502,07-01-2024,54,Male,Quarterly,Yoga,95,876,06:27,Absent
503,21-09-2024,24,Female,Quarterly,Yoga,99,647,16:14,Present
504,30-06-2024,39,Other,Monthly,Cardio,25,170,22:02,Present
505,02-01-2024,65,Male,Quarterly,HIIT,119,812,05:57,Absent
506,11-12-2024,22,Male,Monthly,Yoga,78,502,13:42,Absent
507,24-02-2024,30,Male,Quarterly,HIIT,115,678,16:44,Present
508,07-12-2024,30,Other,Annual,Strength Training,78,701,21:28,Absent
509,13-06-2024,29,Male,Annual,Yoga,55,347,18:29,Present
510,11-10-2024,19,Other,Monthly,Strength Training,105,778,12:55,Absent
511,23-12-2024,57,Male,Monthly,Cardio,58,465,19:00,Absent
512,17-02-2024,54,Male,Annual,Yoga,49,273,15:23,Present
513,10-03-2024,60,Female,Quarterly,CrossFit,72,539,19:08,Absent
514,15-04-2024,63,Male,Quarterly,Cardio,49,372,09:48,Absent
515,14-04-2024,43,Other,Annual,CrossFit,115,772,07:26,Absent
516,27-03-2024,26,Male,Annual,HIIT,81,568,17:57,Present
517,22-10-2024,36,Other,Monthly,Yoga,44,235,14:15,Absent
518,24-04-2024,18,Female,Monthly,Yoga,108,800,18:30,Present
519,21-05-2024,48,Other,Monthly,Yoga,82,427,13:24,Absent
520,31-10-2024,47,Male,Annual,Strength Training,33,286,09:27,Present
521,20-06-2024,22,Female,Monthly,Yoga,35,309,13:51,Present
522,25-12-2024,51,Female,Quarterly,CrossFit,117,818,07:08,Present
523,12-04-2024,32,Other,Quarterly,Cardio,112,1053,10:42,Absent
524,23-04-2024,62,Female,Quarterly,Yoga,58,449,06:17,Absent
525,11-05-2024,39,Male,Annual,Cardio,83,742,18:29,Absent
526,27-11-2024,37,Female,Quarterly,HIIT,23,191,09:10,Absent
527,02-12-2024,41,Male,Quarterly,Strength Training,45,254,15:22,Present
528,19-08-2024,61,Other,Quarterly,Cardio,107,959,21:55,Present
529,07-05-2024,57,Other,Quarterly,HIIT,97,535,14:22,Present
530,27-04-2024,48,Female,Quarterly,CrossFit,102,738,17:15,Absent
531,09-12-2024,22,Male,Quarterly,HIIT,28,180,11:33,Present
532,10-10-2024,63,Other,Annual,Cardio,66,438,08:23,Present
533,08-09-2024,33,Other,Quarterly,Strength Training,111,708,15:42,Present
534,18-06-2024,22,Female,Annual,CrossFit,109,663,05:52,Absent
535,23-03-2024,35,Male,Annual,Strength Training,73,481,08:38,Absent
536,13-09-2024,28,Other,Annual,Yoga,86,827,14:12,Absent
537,24-10-2024,64,Other,Annual,HIIT,73,427,09:22,Absent
538,16-07-2024,23,Other,Annual,Strength Training,103,1018,22:40,Absent
539,09-10-2024,43,Male,Monthly,HIIT,112,772,11:57,Present
540,13-04-2024,26,Female,Annual,Cardio,74,464,20:49,Absent
541,09-05-2024,53,Other,Annual,Yoga,118,726,21:22,Absent
542,27-03-2024,34,Male,Monthly,CrossFit,47,443,05:50,Absent
543,01-03-2024,34,Male,Monthly,HIIT,55,341,09:51,Present
544,24-10-2024,61,Male,Annual,Cardio,43,344,20:56,Absent
545,01-01-2024,36,Male,Monthly,HIIT,91,828,08:21,Present
546,26-10-2024,40,Other,Monthly,CrossFit,71,375,21:33,Present
547,15-08-2024,52,Female,Quarterly,Strength Training,66,509,22:19,Absent
548,01-07-2024,18,Other,Annual,Strength Training,110,980,06:48,Absent
549,08-07-2024,62,Male,Quarterly,HIIT,68,601,12:24,Present
550,19-01-2024,37,Female,Monthly,CrossFit,75,492,22:58,Present
551,18-04-2024,64,Other,Annual,CrossFit,27,187,15:25,Absent
552,29-03-2024,36,Other,Quarterly,Cardio,55,284,21:03,Present
553,28-04-2024,51,Female,Quarterly,CrossFit,43,399,08:48,Present
554,20-09-2024,31,Other,Annual,Cardio,110,739,13:50,Absent
555,04-12-2024,40,Male,Monthly,Cardio,20,155,16:18,Absent
556,10-08-2024,27,Other,Quarterly,Cardio,78,504,18:21,Absent
557,25-05-2024,26,Other,Annual,Yoga,64,380,16:06,Absent
558,09-08-2024,38,Other,Monthly,Yoga,81,713,09:33,Absent
559,24-09-2024,20,Other,Quarterly,HIIT,94,598,10:20,Absent
560,03-10-2024,60,Male,Annual,HIIT,32,160,19:42,Present
561,04-09-2024,48,Other,Monthly,Cardio,45,259,19:15,Present
562,17-01-2024,59,Male,Annual,HIIT,85,782,05:53,Absent
563,07-07-2024,38,Other,Quarterly,CrossFit,84,596,18:51,Absent
564,26-11-2024,61,Other,Annual,Strength Training,53,271,05:20,Present
565,02-05-2024,40,Female,Quarterly,HIIT,36,320,09:37,Absent
566,27-11-2024,63,Other,Quarterly,HIIT,75,458,08:35,Absent
567,14-08-2024,36,Other,Annual,CrossFit,109,981,10:19,Absent
568,16-06-2024,65,Male,Quarterly,Yoga,105,980,19:14,Present
569,05-12-2024,31,Female,Monthly,Cardio,21,182,15:42,Absent
570,14-02-2024,60,Other,Annual,HIIT,41,240,13:04,Absent
571,18-07-2024,19,Other,Quarterly,Yoga,63,357,13:42,Absent
572,02-09-2024,38,Female,Annual,Yoga,27,147,09:25,Absent
573,25-08-2024,28,Other,Monthly,CrossFit,28,230,06:36,Present
574,08-11-2024,22,Other,Annual,Yoga,29,183,16:19,Absent
575,02-12-2024,45,Male,Annual,HIIT,53,490,16:56,Present
576,04-11-2024,39,Female,Monthly,HIIT,33,263,06:45,Absent
577,25-12-2024,52,Male,Quarterly,HIIT,50,290,18:11,Present
578,16-03-2024,27,Male,Annual,CrossFit,61,399,07:31,Absent
579,12-04-2024,33,Female,Annual,CrossFit,76,737,06:44,Present
580,30-01-2024,41,Female,Quarterly,Cardio,116,769,09:11,Present
581,02-03-2024,48,Other,Quarterly,HIIT,70,490,10:20,Absent
582,09-04-2024,55,Female,Monthly,Cardio,25,156,06:08,Present
583,07-09-2024,28,Other,Monthly,Strength Training,88,527,06:35,Absent
584,15-10-2024,47,Other,Monthly,CrossFit,23,182,15:18,Present
585,11-06-2024,51,Female,Quarterly,HIIT,60,490,08:25,Present
586,10-04-2024,19,Male,Monthly,Cardio,64,499,06:24,Absent
587,02-03-2024,36,Other,Monthly,Cardio,66,445,15:38,Absent
588,30-10-2024,27,Male,Monthly,CrossFit,74,463,05:21,Absent
589,03-07-2024,26,Female,Annual,HIIT,83,765,05:10,Absent
590,17-11-2024,20,Other,Monthly,Yoga,86,751,15:48,Present
591,28-09-2024,21,Male,Annual,HIIT,85,568,18:14,Present
592,25-08-2024,35,Other,Quarterly,HIIT,74,661,13:22,Absent
593,16-07-2024,42,Female,Annual,Yoga,44,355,09:34,Absent
594,15-08-2024,36,Other,Annual,HIIT,97,514,06:37,Absent
595,01-11-2024,47,Other,Annual,Cardio,115,605,22:15,Absent
596,08-09-2024,54,Male,Quarterly,HIIT,116,913,10:15,Present
597,11-09-2024,35,Female,Quarterly,Strength Training,44,435,22:46,Present
598,14-03-2024,56,Female,Quarterly,HIIT,38,321,13:42,Absent
599,03-10-2024,65,Other,Annual,Strength Training,91,648,10:45,Absent
600,06-05-2024,29,Other,Monthly,CrossFit,65,471,11:40,Present
601,31-05-2024,37,Male,Annual,HIIT,56,510,16:03,Present
602,24-07-2024,65,Other,Annual,Strength Training,60,586,11:26,Present
603,01-09-2024,23,Female,Quarterly,Yoga,85,439,08:20,Present
604,05-08-2024,30,Male,Quarterly,CrossFit,48,249,17:40,Present
605,14-09-2024,35,Other,Annual,Yoga,43,243,22:05,Absent
606,17-12-2024,49,Male,Annual,HIIT,73,397,05:56,Present
607,19-04-2024,21,Male,Quarterly,Cardio,67,418,16:21,Absent
608,07-07-2024,64,Female,Quarterly,CrossFit,75,580,14:17,Absent
609,17-06-2024,52,Male,Annual,Yoga,104,523,14:31,Present
610,04-03-2024,49,Other,Annual,Strength Training,37,195,07:41,Absent
611,29-11-2024,33,Other,Quarterly,Cardio,115,576,15:41,Present
612,24-09-2024,64,Other,Monthly,HIIT,108,983,11:28,Present
613,15-05-2024,25,Female,Monthly,HIIT,96,726,19:09,Absent
614,14-01-2024,43,Female,Annual,Cardio,120,603,15:07,Present
615,19-11-2024,56,Male,Annual,Strength Training,98,895,18:04,Absent
616,26-11-2024,32,Female,Annual,Cardio,51,457,07:29,Absent
617,21-06-2024,64,Female,Quarterly,Yoga,27,219,06:20,Absent
618,07-05-2024,26,Female,Monthly,HIIT,81,571,22:45,Absent
619,29-05-2024,57,Other,Quarterly,Yoga,118,664,18:12,Present
620,14-12-2024,25,Female,Quarterly,Strength Training,118,1130,21:12,Absent
621,26-07-2024,25,Male,Monthly,CrossFit,93,599,19:46,Absent
622,06-05-2024,63,Male,Annual,CrossFit,116,956,07:41,Absent
623,24-09-2024,29,Female,Monthly,Strength Training,37,220,14:03,Absent
624,21-08-2024,63,Female,Monthly,CrossFit,64,349,05:00,Present
625,22-10-2024,34,Other,Monthly,Yoga,120,948,16:57,Absent
626,18-02-2024,46,Male,Quarterly,Strength Training,87,516,19:32,Present
627,07-12-2024,47,Other,Monthly,CrossFit,52,444,08:19,Absent
628,20-10-2024,44,Male,Monthly,Yoga,36,312,20:48,Absent
629,29-12-2024,39,Other,Quarterly,Strength Training,63,364,09:12,Present
630,14-04-2024,21,Female,Quarterly,Strength Training,89,840,14:30,Absent
631,05-07-2024,37,Other,Monthly,CrossFit,91,908,12:52,Absent
632,21-11-2024,56,Male,Annual,Yoga,100,640,22:28,Present
633,03-11-2024,61,Male,Annual,HIIT,21,196,14:25,Absent
634,18-01-2024,54,Other,Quarterly,CrossFit,63,546,14:12,Present
635,25-03-2024,49,Male,Annual,CrossFit,73,427,15:55,Absent
636,02-09-2024,40,Male,Monthly,Strength Training,71,588,08:52,Present
637,07-06-2024,32,Female,Monthly,HIIT,83,599,16:42,Present
638,25-02-2024,26,Male,Quarterly,CrossFit,120,1184,06:09,Absent
639,19-02-2024,29,Male,Quarterly,Strength Training,41,370,07:27,Absent
640,27-03-2024,33,Other,Annual,Cardio,32,224,09:51,Absent
641,25-10-2024,59,Other,Quarterly,Strength Training,43,422,18:03,Absent
642,17-12-2024,54,Other,Quarterly,Strength Training,105,1028,09:40,Present
643,02-11-2024,31,Female,Quarterly,Strength Training,36,216,10:28,Absent
644,17-05-2024,59,Other,Monthly,HIIT,67,521,05:17,Present
645,06-12-2024,50,Male,Annual,HIIT,55,443,07:46,Present
646,27-09-2024,24,Female,Quarterly,HIIT,118,595,16:07,Present
647,21-08-2024,48,Male,Monthly,Yoga,88,690,13:00,Present
648,28-12-2024,22,Male,Annual,CrossFit,31,266,17:42,Present
649,18-07-2024,51,Other,Annual,Yoga,110,937,22:58,Present
650,23-12-2024,31,Other,Quarterly,Cardio,77,665,21:20,Present
651,17-06-2024,34,Male,Monthly,Yoga,38,274,12:42,Absent
652,19-02-2024,23,Female,Quarterly,HIIT,105,724,17:09,Absent
653,27-11-2024,38,Other,Annual,HIIT,36,233,14:39,Absent
654,22-08-2024,43,Male,Quarterly,CrossFit,56,306,12:09,Present
655,05-12-2024,19,Female,Quarterly,Yoga,61,419,16:03,Absent
656,29-12-2024,34,Female,Monthly,Cardio,95,673,19:41,Present
657,24-11-2024,32,Other,Quarterly,Yoga,89,466,17:24,Present
658,21-11-2024,47,Other,Quarterly,Cardio,44,319,18:32,Absent
659,15-11-2024,48,Female,Quarterly,Yoga,84,477,20:16,Absent
660,18-11-2024,21,Male,Annual,Strength Training,88,867,16:18,Absent
661,14-11-2024,59,Other,Monthly,Strength Training,69,456,19:16,Present
662,02-03-2024,35,Female,Monthly,Cardio,29,251,06:27,Present
663,24-01-2024,49,Male,Quarterly,Strength Training,77,736,05:57,Absent
664,21-10-2024,27,Female,Quarterly,Cardio,62,335,06:39,Present
665,25-08-2024,54,Male,Monthly,HIIT,98,620,15:45,Absent
666,20-12-2024,40,Other,Monthly,Cardio,88,712,09:16,Present
667,21-09-2024,21,Male,Monthly,HIIT,31,272,17:56,Absent
668,09-04-2024,44,Female,Annual,Yoga,74,499,13:33,Absent
669,22-04-2024,48,Female,Quarterly,Strength Training,29,153,19:00,Absent
670,04-06-2024,65,Male,Quarterly,HIIT,68,395,05:47,Absent
671,17-01-2024,27,Male,Annual,Yoga,68,676,08:10,Present
672,30-08-2024,38,Male,Monthly,Strength Training,51,299,09:40,Present
673,09-02-2024,30,Female,Monthly,Strength Training,22,206,20:29,Present
674,18-11-2024,55,Other,Monthly,CrossFit,75,707,16:12,Present
675,04-12-2024,38,Other,Monthly,Cardio,73,485,11:39,Absent
676,03-09-2024,58,Female,Monthly,HIIT,74,614,06:05,Present
677,18-09-2024,29,Female,Monthly,HIIT,66,421,14:59,Present
678,18-08-2024,30,Male,Monthly,CrossFit,109,815,16:43,Absent
679,14-08-2024,56,Female,Quarterly,HIIT,61,312,22:37,Present
680,30-07-2024,19,Male,Quarterly,Cardio,67,615,18:52,Present
681,19-08-2024,29,Male,Annual,HIIT,49,360,10:38,Present
682,04-10-2024,44,Female,Quarterly,Strength Training,106,913,21:34,Present
683,02-06-2024,63,Other,Quarterly,Cardio,23,189,15:28,Present
684,16-09-2024,40,Female,Monthly,CrossFit,73,656,08:01,Present
685,04-04-2024,41,Other,Monthly,CrossFit,115,1137,10:05,Present
686,10-07-2024,48,Male,Monthly,HIIT,54,440,12:16,Present
687,06-02-2024,65,Other,Quarterly,CrossFit,42,344,17:53,Absent
688,31-12-2024,25,Other,Monthly,Strength Training,55,448,15:30,Absent
689,14-07-2024,59,Male,Annual,Strength Training,89,790,20:38,Present
690,09-11-2024,44,Other,Monthly,Cardio,105,797,19:38,Absent
691,29-08-2024,31,Male,Annual,Strength Training,62,477,16:51,Present
692,19-04-2024,27,Female,Monthly,HIIT,22,110,08:56,Present
693,12-09-2024,36,Female,Monthly,Cardio,66,389,17:37,Present
694,19-09-2024,29,Other,Monthly,HIIT,112,1010,15:30,Absent
695,18-04-2024,63,Female,Annual,HIIT,21,136,09:57,Absent
696,02-11-2024,34,Other,Monthly,HIIT,42,366,07:35,Absent
697,26-09-2024,42,Female,Quarterly,Strength Training,108,954,11:54,Present
698,13-10-2024,52,Male,Monthly,Yoga,94,842,13:45,Present
699,18-06-2024,51,Male,Quarterly,Strength Training,64,459,21:43,Present
700,29-09-2024,24,Other,Monthly,Cardio,86,524,22:05,Absent
701,06-08-2024,63,Female,Annual,Cardio,77,394,16:52,Absent
702,05-08-2024,54,Female,Annual,Strength Training,109,1084,19:50,Absent
703,26-09-2024,41,Female,Annual,HIIT,103,984,15:40,Present
704,02-12-2024,44,Female,Monthly,Yoga,84,624,17:36,Present
705,11-06-2024,47,Male,Monthly,HIIT,114,920,20:44,Present
706,23-09-2024,25,Male,Monthly,CrossFit,72,380,14:04,Present
707,18-10-2024,20,Male,Annual,Strength Training,64,562,21:58,Present
708,01-09-2024,35,Other,Annual,CrossFit,64,541,09:28,Absent
709,16-03-2024,57,Other,Monthly,Cardio,93,624,10:28,Present
710,08-11-2024,58,Other,Quarterly,Cardio,38,193,10:32,Absent
711,17-05-2024,35,Male,Annual,CrossFit,114,694,14:00,Present
712,15-01-2024,39,Female,Quarterly,Cardio,49,302,17:10,Absent
713,06-02-2024,35,Male,Monthly,Yoga,68,590,21:30,Absent
714,02-05-2024,61,Male,Annual,CrossFit,44,325,17:23,Absent
715,14-12-2024,62,Male,Annual,Yoga,24,190,11:09,Present
716,24-12-2024,54,Male,Monthly,CrossFit,88,640,18:56,Present
717,08-08-2024,39,Female,Quarterly,Cardio,39,248,14:56,Absent
718,23-03-2024,32,Other,Annual,CrossFit,117,666,05:07,Present
719,19-01-2024,34,Male,Quarterly,HIIT,99,967,12:43,Present
720,26-07-2024,44,Male,Annual,HIIT,51,399,05:31,Absent
721,29-01-2024,38,Other,Quarterly,HIIT,70,604,19:03,Absent
722,17-06-2024,51,Male,Quarterly,Cardio,95,525,17:13,Present
723,04-09-2024,64,Female,Quarterly,Cardio,54,414,13:36,Present
724,22-09-2024,59,Female,Quarterly,HIIT,79,620,12:07,Absent
725,11-11-2024,47,Other,Quarterly,HIIT,76,720,19:00,Absent
726,15-12-2024,65,Female,Monthly,Yoga,58,425,16:29,Present
727,30-10-2024,21,Other,Annual,Strength Training,111,1002,07:04,Absent
728,10-05-2024,43,Male,Annual,Strength Training,58,555,08:55,Present
729,27-04-2024,39,Female,Monthly,Strength Training,48,433,20:09,Present
730,22-04-2024,45,Female,Monthly,CrossFit,85,543,21:17,Absent
731,03-06-2024,49,Male,Quarterly,Yoga,69,505,11:05,Absent
732,01-04-2024,35,Other,Monthly,Strength Training,89,709,10:54,Absent
733,14-09-2024,23,Other,Annual,HIIT,30,282,10:48,Present
734,10-02-2024,42,Male,Monthly,Strength Training,58,481,07:16,Absent
735,06-11-2024,51,Other,Monthly,HIIT,102,916,12:35,Present
736,15-02-2024,51,Male,Quarterly,Cardio,118,901,14:18,Absent
737,05-02-2024,36,Female,Monthly,HIIT,95,587,07:38,Present
738,12-02-2024,23,Male,Annual,Yoga,70,350,20:44,Absent
739,24-12-2024,37,Male,Annual,Yoga,22,209,20:29,Absent
740,20-03-2024,21,Male,Quarterly,CrossFit,32,175,09:25,Present
741,14-11-2024,30,Female,Annual,Cardio,75,436,19:56,Absent
742,16-10-2024,49,Female,Annual,HIIT,43,358,15:57,Present
743,08-03-2024,47,Female,Quarterly,HIIT,103,723,08:46,Present
744,06-10-2024,58,Male,Monthly,HIIT,114,887,09:50,Present
745,05-03-2024,64,Male,Quarterly,CrossFit,24,165,13:21,Absent
746,10-11-2024,19,Other,Annual,HIIT,45,439,20:52,Present
747,08-02-2024,62,Other,Quarterly,CrossFit,55,485,07:52,Present
748,17-06-2024,57,Other,Monthly,Cardio,80,481,19:30,Absent
749,13-12-2024,31,Other,Annual,Strength Training,48,314,09:06,Absent
750,12-08-2024,40,Other,Annual,Yoga,44,293,22:46,Absent
751,06-06-2024,53,Male,Annual,HIIT,21,109,05:24,Present
752,03-10-2024,46,Male,Annual,Yoga,71,667,18:06,Absent
753,13-10-2024,43,Female,Monthly,Strength Training,54,439,05:56,Present
754,05-03-2024,40,Female,Quarterly,Strength Training,32,181,20:28,Absent
755,29-05-2024,53,Female,Monthly,CrossFit,53,480,14:02,Absent
756,24-02-2024,23,Female,Annual,CrossFit,37,286,07:04,Present
757,24-09-2024,47,Female,Annual,Strength Training,52,264,06:50,Absent
758,17-02-2024,21,Male,Annual,Cardio,116,1059,12:14,Absent
759,10-05-2024,35,Other,Annual,HIIT,91,762,15:57,Present
760,30-01-2024,45,Male,Monthly,Yoga,103,591,18:28,Absent
761,18-07-2024,43,Male,Annual,Yoga,63,447,20:52,Absent
762,29-07-2024,37,Other,Annual,Yoga,80,677,18:08,Present
763,10-02-2024,24,Male,Annual,Cardio,44,319,12:45,Absent
764,15-02-2024,30,Other,Monthly,CrossFit,95,774,17:10,Absent
765,22-02-2024,46,Male,Monthly,Strength Training,38,333,09:27,Present
766,31-07-2024,24,Male,Annual,Cardio,23,171,10:12,Present
767,08-07-2024,31,Other,Annual,Cardio,105,803,11:48,Present
768,07-10-2024,57,Female,Monthly,HIIT,72,476,08:01,Present
769,07-06-2024,54,Male,Monthly,Strength Training,66,348,06:17,Absent
770,12-11-2024,65,Female,Annual,CrossFit,84,507,08:10,Absent
771,24-02-2024,19,Male,Quarterly,HIIT,79,694,17:56,Absent
772,31-05-2024,49,Female,Quarterly,Cardio,92,483,12:13,Present
773,16-10-2024,36,Female,Annual,Yoga,94,563,07:49,Present
774,05-03-2024,60,Male,Quarterly,Cardio,52,501,11:57,Absent
